industry,industry_label,brand_name,domain,country,subcategory,description,source
sports,Sports & Outdoors,Kuiu,kuiu.com,,,,verified
sports,Sports & Outdoors,Simms Fishing,simmsfishing.com,,,,verified
sports,Sports & Outdoors,Stone Glacier,stoneglacier.com,,,,verified
sports,Sports & Outdoors,Topo Designs,topodesigns.com,,,,verified
sports,Sports & Outdoors,Vertx,vertx.com,,,,verified
sports,Sports & Outdoors,Alpkit,alpkit.com,UK,outdoor gear,"Nottinghamshire-based outdoor, camping and trail running equipment brand.",researched
sports,Sports & Outdoors,Ashmei,ashmei.com,UK,running & cycling apparel,British premium merino-based running and cycling kit brand.,researched
sports,Sports & Outdoors,Attaquer,attaquer.cc,UK,cycling apparel,Cycling apparel brand with UK/EU storefront.,researched
sports,Sports & Outdoors,Brompton Junction,brompton.com,UK,folding bikes,London-based iconic folding bike manufacturer.,researched
sports,Sports & Outdoors,Coalatree UK / Scrubba,scrubba.co.uk,UK,camping accessories,UK store for Scrubba wash bag and travel camping accessories.,researched
sports,Sports & Outdoors,Hunt Bike Wheels,huntbikewheels.com,UK,cycling wheels,UK direct-to-consumer cycling wheelset brand.,researched
sports,Sports & Outdoors,Iffley Road,iffleyroad.com,UK,running apparel,British premium running apparel brand with heritage aesthetic and merino fabrics.,researched
sports,Sports & Outdoors,Le Col,lecol.cc,UK,cycling apparel,British premium cycling kit brand co-founded by Yanto Barker.,researched
sports,Sports & Outdoors,Muc-Off,muc-off.com,UK,bike cleaning,"Poole-based bike cleaning, lube and care product brand.",researched
sports,Sports & Outdoors,Nukeproof,nukeproof.com,UK,mountain bikes,UK-based mountain bike brand (Ireland/UK) selling frames and components.,researched
sports,Sports & Outdoors,Outsiders Store,outsiders-store.com,UK,outdoor apparel,Manchester-based outdoor-inspired clothing and footwear retailer.,researched
sports,Sports & Outdoors,Parcours,parcours.cc,UK,cycling wheels,UK direct-to-consumer carbon wheel brand for road and TT.,researched
sports,Sports & Outdoors,Pella Sportswear,pellasportswear.com,UK,cycling apparel,UK custom cycling apparel brand.,researched
sports,Sports & Outdoors,Presca Endurance / Proviz,provizsports.com,UK,hi-viz sports apparel,UK high-visibility running/cycling/outdoor apparel brand.,researched
sports,Sports & Outdoors,Presca Teamwear,prescateamwear.com,UK,sustainable sportswear,UK sustainable recycled-polyester sportswear and running apparel brand.,researched
sports,Sports & Outdoors,Restrap,restrap.com,UK,cycling bags,Yorkshire-based bikepacking and cycling accessories brand.,researched
sports,Sports & Outdoors,Runderwear,runderwear.co.uk,UK,running base layers,UK chafe-free running underwear and base-layer brand.,researched
sports,Sports & Outdoors,Santini UK,santinicycling.co.uk,UK,cycling apparel,UK locale of Italian cycling apparel brand.,researched
sports,Sports & Outdoors,Snugpak,snugpak.com,UK,sleeping bags / camping,"UK manufacturer of sleeping bags, jackets and tactical camping gear.",researched
sports,Sports & Outdoors,SOAR Running,soarrunning.com,UK,running apparel,London-based technical premium running apparel brand.,researched
sports,Sports & Outdoors,Spatzwear,spatzwear.com,UK,cycling overshoes,UK cycling overshoe and accessory brand.,researched
sports,Sports & Outdoors,Stolen Goat,stolengoat.com,UK,cycling apparel,UK independent cycling kit brand with bold designs.,researched
sports,Sports & Outdoors,Sungod,sungod.co,UK,sports eyewear,"UK performance sunglasses and goggles brand for cycling, running and snowsports.",researched
sports,Sports & Outdoors,Thousand (UK),explorethousand.co.uk,UK,cycling helmets,UK storefront for premium lifestyle cycling helmet brand.,researched
sports,Sports & Outdoors,Tracksmith UK,eu.tracksmith.com,UK,running apparel,Running apparel brand EU/UK storefront (note: main .com already tracked; EU locale distinct).,researched
sports,Sports & Outdoors,Trakke,trakke.co.uk,UK,bags / outdoor,Glasgow-based handmade waxed canvas bag and outdoor gear maker.,researched
sports,Sports & Outdoors,Veloforte,veloforte.com,UK,endurance nutrition,"UK natural endurance nutrition bars, chews and hydration mixes.",researched
kids,Kids & Baby,Baby Brezza,babybrezza.com,,,,verified
kids,Kids & Baby,Boba,boba.com,,,,verified
kids,Kids & Baby,Boppy,boppy.com,,,,verified
kids,Kids & Baby,Copper Pearl,copperpearl.com,,,,verified
kids,Kids & Baby,Earth Mama,earthmamaorganics.com,,,,verified
kids,Kids & Baby,Elvie,elvie.com,,,,verified
kids,Kids & Baby,Gathre,gathre.com,,,,verified
kids,Kids & Baby,Haakaa,haakaa.com,,,,verified
kids,Kids & Baby,Jamie Kay,jamiekay.com,,,,verified
kids,Kids & Baby,Lalo,meetlalo.com,,,,verified
kids,Kids & Baby,LILLEbaby,lillebaby.com,,,,verified
kids,Kids & Baby,Little Sleepies,littlesleepies.com,,,,verified
kids,Kids & Baby,Little Unicorn,littleunicorn.com,,,,verified
kids,Kids & Baby,Mushie,mushie.com,,,,verified
kids,Kids & Baby,Mustela,mustelausa.com,,,,verified
kids,Kids & Baby,Nanit,nanit.com,,,,verified
kids,Kids & Baby,Nugget,nuggetcomfort.com,,,,verified
kids,Kids & Baby,Owlet,owletcare.com,,,,verified
kids,Kids & Baby,Primary,primary.com,,,,verified
kids,Kids & Baby,Quincy Mae,quincymae.com,,,,verified
kids,Kids & Baby,Tubby Todd,tubbytodd.com,,,,verified
kids,Kids & Baby,Tula,babytula.com,,,,verified
kids,Kids & Baby,Willow,onewillow.com,,,,verified
kids,Kids & Baby,Babipur,babipur.co.uk,UK,kids retail,UK ethical baby and children's product retailer.,researched
kids,Kids & Baby,Bambino Mio,bambinomio.com,UK,baby care,UK reusable nappy and baby product brand.,researched
kids,Kids & Baby,Blue Brontide,bluebrontide.com,UK,toys,UK eco-friendly handmade wooden toys and tableware for kids.,researched
kids,Kids & Baby,Bobo Choses UK,bobochoses.com,EU,kids clothing,Spanish kids clothing brand with strong UK presence.,researched
kids,Kids & Baby,Cheeky Wipes,cheekywipes.com,UK,baby care,UK reusable baby wipes and cloth nappies.,researched
kids,Kids & Baby,Ergobaby UK,ergobaby.co.uk,UK,baby gear,UK baby carrier brand site.,researched
kids,Kids & Baby,Frugi,welovefrugi.com,UK,kids clothing,UK organic cotton children and baby clothing brand.,researched
kids,Kids & Baby,Happy Little Folks,happylittlefolks.com,UK,toys,UK handcrafted wooden toys and children's gifts.,researched
kids,Kids & Baby,JoJo Maman Bebe,jojomamanbebe.com,UK,maternity,UK maternity and baby clothing retailer.,researched
kids,Kids & Baby,Kidly,kidly.co.uk,UK,kids retail,"UK curated children's brand retailer for clothes, toys and nursery.",researched
kids,Kids & Baby,KIT & KIN,kitandkin.com,UK,baby care,UK eco nappies and baby skincare brand co-founded by Emma Bunton.,researched
kids,Kids & Baby,Little Berry Button,littleberrybutton.co.uk,UK,nursery,"UK nursery decor, wooden toys and new baby gifts.",researched
kids,Kids & Baby,Little Bird Told Me,littlebirdtoldme.com,UK,kids clothing,UK children's wear from Nick Cave's daughter; designed with vintage flair.,researched
kids,Kids & Baby,Little Green Radicals,littlegreenradicals.co.uk,UK,kids clothing,UK fair trade organic children's clothing brand.,researched
kids,Kids & Baby,Mama Designs,mamadesigns.co.uk,UK,baby gear,UK baby sleeping bags and nursery products.,researched
kids,Kids & Baby,Mamas & Papas,mamasandpapas.com,UK,baby gear,"UK nursery, pushchair and baby gear retailer.",researched
kids,Kids & Baby,MORI,babymori.com,UK,baby clothing,UK organic cotton and bamboo baby sleepwear and daywear.,researched
kids,Kids & Baby,My 1st Years,my1styears.com,UK,baby gifts,UK personalised baby gifts and clothing.,researched
kids,Kids & Baby,Nibbling,nibbling.co.uk,UK,baby gear,UK silicone teething jewellery and baby accessories brand.,researched
kids,Kids & Baby,Orange Tree Toys,orangetreetoys.co.uk,UK,toys,Cotswolds-based British wooden toy and nursery decor brand.,researched
kids,Kids & Baby,Pine + Pear co,pineandpear.co.uk,UK,nursery,"UK nursery decor, wooden toys and baby essentials.",researched
kids,Kids & Baby,Scandiborn,scandiborn.co.uk,UK,nursery,"UK Scandinavian-inspired kids clothing, toys and nursery decor.",researched
kids,Kids & Baby,Seraphine,seraphine.com,UK,maternity,UK premium maternity wear brand.,researched
kids,Kids & Baby,Soren's House,sorenshouse.co.uk,UK,toys,UK natural and sustainable wooden toys for babies and kids.,researched
kids,Kids & Baby,Tender Leaf Toys,tenderleaftoys.com,UK,toys,UK designed sustainable wooden toy brand.,researched
kids,Kids & Baby,The Bonnie Mob,thebonniemob.com,UK,baby clothing,UK sustainable kids and baby clothing brand from Brighton.,researched
kids,Kids & Baby,The Little Green Sheep,thelittlegreensheep.co.uk,UK,nursery,UK organic baby nursery bedding and mattress brand.,researched
kids,Kids & Baby,The Little Loft,thelittleloft.co.uk,UK,nursery,UK nursery decor and children's room accessories.,researched
kids,Kids & Baby,The Thrifty Stork,thethriftystork.co.uk,UK,kids retail,UK independent ethical organic baby and kids clothing retailer.,researched
kids,Kids & Baby,Turtledove London,turtledovelondon.com,UK,baby clothing,UK organic and sustainable baby and kids clothing.,researched
pets,Pets,A Pup Above,apupabove.com,,,,verified
pets,Pets,Diggs,diggs.pet,,,,verified
pets,Pets,Found My Animal,foundmyanimal.com,,,,verified
pets,Pets,Harry Barker,harrybarker.com,,,,verified
pets,Pets,Impact Dog Crates,impactdogcrates.com,,,,verified
pets,Pets,Jinx,thinkjinx.com,,,,verified
pets,Pets,Maxbone,maxbone.com,,,,verified
pets,Pets,Open Farm,openfarmpet.com,,,,verified
pets,Pets,P.L.A.Y.,petplay.com,,,,verified
pets,Pets,Rifle Paper Co Pets,riflepaperco.com,,,,verified
pets,Pets,Ruffwear,ruffwear.com,,,,verified
pets,Pets,Sleepypod,sleepypod.com,,,,verified
pets,Pets,Stella & Chewy's,stellaandchewys.com,,,,verified
pets,Pets,The Foggy Dog,thefoggydog.com,,,,verified
pets,Pets,Tuft + Paw,tuftandpaw.com,,,,verified
pets,Pets,Up Country,upcountryinc.com,,,,verified
pets,Pets,West Paw,westpaw.com,,,,verified
pets,Pets,Wild One,wildone.com,,,,verified
pets,Pets,Wolfgang Man & Beast,wolfgangusa.com,,,,verified
pets,Pets,Zee.Dog,zeedog.com,,,,verified
pets,Pets,Ziwi Peak,ziwipets.com,,,,verified
pets,Pets,Barbour Dog,barbour.com,UK,accessories,"British heritage brand with dog coats, collars and beds.",researched
pets,Pets,Barking Heads,barkingheads.co.uk,UK,pet food,UK natural dog and cat food brand.,researched
pets,Pets,Bella & Duke,bellaandduke.com,UK,raw pet food,UK raw food subscription for dogs and cats.,researched
pets,Pets,Butternut Box,butternutbox.com,UK,dog food,UK fresh dog food subscription service.,researched
pets,Pets,Different Dog,differentdog.com,UK,dog food,UK fresh cooked dog food delivery service.,researched
pets,Pets,Edgard & Cooper,edgardcooper.com,EU,pet food,Belgian/UK natural dog and cat food brand.,researched
pets,Pets,Forthglade,forthglade.com,UK,dog food,UK natural wet dog food and treats brand.,researched
pets,Pets,Hiro + Wolf,hiroandwolf.com,UK,accessories,"UK East London dog collars, leads and accessories with global prints.",researched
pets,Pets,Holland Cooper Dog,hollandscountryclothing.co.uk,UK,accessories,"UK tweed dog collars, coats and country accessories.",researched
pets,Pets,Hownd,hownd.co.uk,UK,dog food,UK vegan pet food and grooming products.,researched
pets,Pets,Katkin,katkin.com,UK,cat food,UK fresh cat food delivery service using human-grade meat.,researched
pets,Pets,Kip & Twiggy's,kipandtwiggys.com,UK,dog food,UK natural dog treats.,researched
pets,Pets,Lily's Kitchen,lilyskitchen.co.uk,UK,pet food,UK natural pet food brand.,researched
pets,Pets,LISH London,lishlondon.com,UK,accessories,"UK luxury canine couture brand - sweaters, collars, beds.",researched
pets,Pets,Mutts & Hounds,muttsandhounds.co.uk,UK,accessories,"UK luxury dog beds, collars, leads and carriers made in Britain.",researched
pets,Pets,Natural Instinct,naturalinstinct.com,UK,raw pet food,UK raw pet food brand.,researched
pets,Pets,Pets Purest,petspurest.com,UK,supplements,UK natural pet supplements and treats.,researched
pets,Pets,Pooch & Mutt,poochandmutt.co.uk,UK,dog food,"UK natural dog food, treats and supplements brand.",researched
pets,Pets,Poppy's Picnic,poppyspicnic.co.uk,UK,dog food,UK raw dog food and complete meal brand.,researched
pets,Pets,ProDog Raw,prodograw.com,UK,raw pet food,UK raw dog food and supplement brand.,researched
pets,Pets,Purrform,purrform.co.uk,UK,cat food,UK raw cat food brand.,researched
pets,Pets,Ralph & Co,ralphandco.co.uk,UK,accessories,UK luxury dog beds and accessories.,researched
pets,Pets,Scrumbles,scrumbles.co.uk,UK,pet food,UK gut-friendly dog and cat food brand.,researched
pets,Pets,Swoof,swoof.co.uk,UK,accessories,UK luxury dog department store with exclusive brands.,researched
pets,Pets,Tails.com,tails.com,UK,dog food,UK tailored dry dog food subscription.,researched
pets,Pets,Teddy Maximus,teddymaximus.com,UK,accessories,British-style personalised dog accessories including harnesses and coats.,researched
pets,Pets,Tribal Pet Foods,tribalpetfoods.co.uk,UK,dog food,UK cold-pressed dog food brand.,researched
pets,Pets,Vet's Kitchen,vetskitchen.co.uk,UK,dog food,UK grain-free nutritionally balanced pet food.,researched
pets,Pets,Woof Dog Store,woofdogstore.com,UK,accessories,"UK dog beds, leashes, toys and accessories.",researched
pets,Pets,YuMove,yumove.co.uk,UK,supplements,UK joint supplement brand for dogs and cats.,researched
fitness,Health & Fitness,1st Phorm,1stphorm.com,,,,verified
fitness,Health & Fitness,Alani Nu,alaninu.com,,,,verified
fitness,Health & Fitness,Assault Fitness,assaultfitness.com,,,,verified
fitness,Health & Fitness,Bells of Steel,bellsofsteel.com,,,,verified
fitness,Health & Fitness,Bloom Nutrition,bloomnu.com,,,,verified
fitness,Health & Fitness,BOSU,bosu.com,,,,verified
fitness,Health & Fitness,BPN,bareperformancenutrition.com,,,,verified
fitness,Health & Fitness,Cellucor,cellucor.com,,,,verified
fitness,Health & Fitness,Fringe Sport,fringesport.com,,,,verified
fitness,Health & Fitness,Ghost Lifestyle,ghostlifestyle.com,,,,verified
fitness,Health & Fitness,Gorilla Mind,gorillamind.com,,,,verified
fitness,Health & Fitness,Hyperice,hyperice.com,,,,verified
fitness,Health & Fitness,Jacked Factory,jackedfactory.com,,,,verified
fitness,Health & Fitness,Momentous,livemomentous.com,,,,verified
fitness,Health & Fitness,Optimum Nutrition,optimumnutrition.com,,,,verified
fitness,Health & Fitness,Peloton,apparel.onepeloton.com,,,,verified
fitness,Health & Fitness,PEScience,pescience.com,,,,verified
fitness,Health & Fitness,Power Systems,power-systems.com,,,,verified
fitness,Health & Fitness,PRx Performance,prxperformance.com,,,,verified
fitness,Health & Fitness,Redcon1,redcon1.com,,,,verified
fitness,Health & Fitness,Rep Fitness,repfitness.com,,,,verified
fitness,Health & Fitness,Swolverine,swolverine.com,,,,verified
fitness,Health & Fitness,Therabody,therabody.com,,,,verified
fitness,Health & Fitness,Tonal,tonal.com,,,,verified
fitness,Health & Fitness,Transparent Labs,transparentlabs.com,,,,verified
fitness,Health & Fitness,TRX,trxtraining.com,,,,verified
fitness,Health & Fitness,XWERKS,xwerks.com,,,,verified
fitness,Health & Fitness,Adanola,adanola.com,UK,activewear,Manchester-based women's activewear and athleisure label.,researched
fitness,Health & Fitness,Again Faster,againfaster.co.uk,UK,functional fitness equipment,"UK arm of CrossFit-focused equipment retailer selling barbells, plates and rigs.",researched
fitness,Health & Fitness,Awesome Supplements,awesomesupplements.co.uk,UK,supplements,"UK evidence-based supplement brand co-founded by Ben Coomber producing protein, creatine and pre-workouts.",researched
fitness,Health & Fitness,AYBL,aybl.com,UK,gym apparel,"UK fitness apparel brand offering leggings, shorts and training tops.",researched
fitness,Health & Fitness,Battle Bites,battlebites.co.uk,UK,protein snacks,UK protein bar and snack brand.,researched
fitness,Health & Fitness,Beyond NRG,beyondnrg.com,UK,supplements,UK natural supplement and pre-workout brand.,researched
fitness,Health & Fitness,Bio-Synergy,bio-synergy.uk,UK,supplements,"Long-running UK sports nutrition brand selling protein, fat burners and vitamins.",researched
fitness,Health & Fitness,Bulldog Gear,bulldoggear.com,UK,functional fitness equipment,"British functional training equipment brand - racks, barbells, accessories.",researched
fitness,Health & Fitness,Free Soul,myfreesoul.com,UK,women's supplements,"UK supplement brand formulated for women offering protein, collagen and vitamins.",researched
fitness,Health & Fitness,Grenade,grenade.com,UK,sports nutrition,UK performance nutrition brand known for Carb Killa bars and pre-workouts.,researched
fitness,Health & Fitness,Gym+Coffee,gympluscoffee.com,UK,activewear,Irish/UK athleisure brand with hoodies and performance gear serving the UK market.,researched
fitness,Health & Fitness,Innermost,innermostglobal.com,UK,supplements,"UK wellness brand selling protein powders, collagen, vitamins and functional supplements targeted at outcomes like sleep and energy.",researched
fitness,Health & Fitness,JTX Fitness,jtxfitness.com,UK,cardio equipment,"UK direct-to-consumer cardio equipment brand (treadmills, bikes, rowers).",researched
fitness,Health & Fitness,Kettlebell Kings UK,kettlebellkings.co.uk,UK,kettlebells / strength,UK storefront for specialist kettlebell equipment retailer.,researched
fitness,Health & Fitness,Mirafit,mirafit.co.uk,UK,home gym equipment,"UK home gym and strength equipment retailer - racks, barbells, benches.",researched
fitness,Health & Fitness,Momentous (UK),gains-in-bulk.com,UK,bulk supplements,UK bulk supplement and powder retailer.,researched
fitness,Health & Fitness,Neat Nutrition,neatnutrition.co.uk,UK,supplements,London-founded clean protein and wellness supplement brand.,researched
fitness,Health & Fitness,Pursue Fitness,pursuefitness.com,UK,gym apparel,Manchester-based men's and women's gym wear brand.,researched
fitness,Health & Fitness,Rise,riseuk.com,UK,supplements,UK DTC supplement brand focused on protein and pre-workout.,researched
fitness,Health & Fitness,Shreddy,shreddy.com,UK,activewear / fitness app,Grace Beverley-founded women's fitness apparel and programme brand.,researched
fitness,Health & Fitness,Strength Shop,strengthshop.co.uk,UK,powerlifting equipment,UK powerlifting equipment and apparel retailer.,researched
fitness,Health & Fitness,Tala,wearetala.com,UK,activewear,"Sustainable women's activewear brand founded by Grace Beverley; leggings, sports bras and loungewear.",researched
fitness,Health & Fitness,TRIBE,wearetribe.co,UK,sports nutrition,"UK natural energy and protein brand selling bars, shakes and hydration to endurance athletes.",researched
fitness,Health & Fitness,Vitl,vitl.com,UK,personalised vitamins,UK personalised vitamin subscription service offering bespoke daily packs based on consultation.,researched
fitness,Health & Fitness,Vivo Life,vivolife.com,UK,plant-based supplements,"UK plant-based vegan supplement brand producing protein, greens and immunity products.",researched
fitness,Health & Fitness,WIT Fitness,witfitness.com,UK,functional fitness,London-based specialist CrossFit and functional fitness apparel and equipment retailer.,researched
fitness,Health & Fitness,Wolverson Fitness,wolverson-fitness.co.uk,UK,strength equipment,UK strength and conditioning equipment manufacturer.,researched
jewellery,Jewellery & Accessories,Argent,argentwork.com,,,,verified
jewellery,Jewellery & Accessories,Aurate,auratenewyork.com,,,,verified
jewellery,Jewellery & Accessories,BaubleBar,baublebar.com,,,,verified
jewellery,Jewellery & Accessories,Brandon Blackwood,brandonblackwood.com,,,,verified
jewellery,Jewellery & Accessories,Brother Vellies,brothervellies.com,,,,verified
jewellery,Jewellery & Accessories,Cult Gaia,cultgaia.com,,,,verified
jewellery,Jewellery & Accessories,Cuyana,cuyana.com,,,,verified
jewellery,Jewellery & Accessories,Everlane,everlane.com,,,,verified
jewellery,Jewellery & Accessories,For Days,fordays.com,,,,verified
jewellery,Jewellery & Accessories,Girlfriend Collective,girlfriend.com,,,,verified
jewellery,Jewellery & Accessories,Gorjana,gorjana.com,,,,verified
jewellery,Jewellery & Accessories,Jenny Bird,jenny-bird.com,,,,verified
jewellery,Jewellery & Accessories,JW Pei,jwpei.com,,,,verified
jewellery,Jewellery & Accessories,Loeffler Randall,loefflerrandall.com,,,,verified
jewellery,Jewellery & Accessories,M.M.LaFleur,mmlafleur.com,,,,verified
jewellery,Jewellery & Accessories,Mansur Gavriel,mansurgavriel.com,,,,verified
jewellery,Jewellery & Accessories,Ministry of Supply,ministryofsupply.com,,,,verified
jewellery,Jewellery & Accessories,Missoma,missoma.com,,,,verified
jewellery,Jewellery & Accessories,Nanushka,nanushka.com,,,,verified
jewellery,Jewellery & Accessories,Nisolo,nisolo.com,,,,verified
jewellery,Jewellery & Accessories,Pangaia,thepangaia.com,,,,verified
jewellery,Jewellery & Accessories,Ring Concierge,ringconcierge.com,,,,verified
jewellery,Jewellery & Accessories,Senreve,senreve.com,,,,verified
jewellery,Jewellery & Accessories,SOKO,shopsoko.com,,,,verified
jewellery,Jewellery & Accessories,Stone and Strand,stoneandstrand.com,,,,verified
jewellery,Jewellery & Accessories,The Row,therow.com,,,,verified
jewellery,Jewellery & Accessories,Uncommon James,uncommonjames.com,,,,verified
jewellery,Jewellery & Accessories,Universal Standard,universalstandard.com,,,,verified
jewellery,Jewellery & Accessories,Vitaly,vitalydesign.com,,,,verified
jewellery,Jewellery & Accessories,Abbott Lyon,abbottlyon.com,UK,personalised jewellery,UK personalised jewellery and watches brand.,researched
jewellery,Jewellery & Accessories,Alighieri,alighieri.com,UK,fine jewellery,"London jewellery brand by Rosh Mahtani inspired by Dante, hand-cast in the UK.",researched
jewellery,Jewellery & Accessories,Anya Hindmarch,anyahindmarch.com,UK,luxury bags,British luxury leather goods and handbags brand.,researched
jewellery,Jewellery & Accessories,Aspinal of London,aspinaloflondon.com,UK,luxury leather goods,British luxury handbag and leather accessories brand.,researched
jewellery,Jewellery & Accessories,Astrid & Miyu,astridandmiyu.com,UK,demi-fine jewellery,London contemporary demi-fine jewellery brand known for ear stacks and piercing services.,researched
jewellery,Jewellery & Accessories,Cambridge Satchel,cambridgesatchel.com,UK,leather bags,British leather satchel and bag maker founded by Julie Deane.,researched
jewellery,Jewellery & Accessories,Carl Friedrik,carlfriedrik.com,UK,leather goods,"London premium leather luggage, bags and wallets brand.",researched
jewellery,Jewellery & Accessories,Christopher Ward,christopherward.com,UK,watches,British direct-to-consumer Swiss-made watch brand.,researched
jewellery,Jewellery & Accessories,CRAFTD London,craftdlondon.com,UK,men's jewellery,London men's premium jewellery brand known for chains and rings.,researched
jewellery,Jewellery & Accessories,Daisy London,daisyjewellery.com,UK,fashion jewellery,"London jewellery brand founded 2009 known for classic, everyday pieces.",researched
jewellery,Jewellery & Accessories,Edge of Ember,edgeofember.com,UK,ethical fine jewellery,London ethical jewellery label using recycled materials and lab-grown diamonds.,researched
jewellery,Jewellery & Accessories,Farer,farer.com,UK,watches,"London-designed, Swiss-made independent watch brand.",researched
jewellery,Jewellery & Accessories,Hannah Martin,hannahmartinlondon.com,UK,fine jewellery,London fine jewellery designer known for sculptural unisex pieces.,researched
jewellery,Jewellery & Accessories,Larsson & Jennings,larssonandjennings.com,UK,watches,London minimalist DTC watch and jewellery brand.,researched
jewellery,Jewellery & Accessories,Lily & Roo,lilyandroo.com,UK,fine jewellery,British solid gold and silver jewellery brand.,researched
jewellery,Jewellery & Accessories,Maxwell-Scott,maxwellscottbags.com,UK,leather bags,British Italian-crafted leather handbags and luggage brand.,researched
jewellery,Jewellery & Accessories,Olivia Burton,oliviaburton.com,UK,watches & jewellery,London watch and jewellery brand known for floral dials and delicate designs.,researched
jewellery,Jewellery & Accessories,Otiumberg,otiumberg.com,UK,demi-fine jewellery,London demi-fine jewellery brand by sisters Christie and Rosanna Wollenberg.,researched
jewellery,Jewellery & Accessories,Pandora (UK),pandorajewellery.co.uk,UK,charm jewellery,Global charm jewellery brand with strong UK DTC presence.,researched
jewellery,Jewellery & Accessories,Pomellato-alternative: Roxanne First,roxannefirst.com,UK,fine jewellery,London colourful fine jewellery brand by Roxanne Rajcoomar-Hadden.,researched
jewellery,Jewellery & Accessories,Rachel Jackson London,racheljacksonlondon.com,UK,demi-fine jewellery,"London jewellery brand worn by Rita Ora, Ellie Goulding and Kylie Jenner.",researched
jewellery,Jewellery & Accessories,Shrimps,shrimps.com,UK,bags & accessories,"London label known for faux-fur bags, beaded accessories and playful ready-to-wear.",researched
jewellery,Jewellery & Accessories,Stow London,stowlondon.co.uk,UK,luxury leather goods,London luxury personalised leather travel accessories brand.,researched
jewellery,Jewellery & Accessories,Strathberry,strathberry.com,UK,luxury bags,"Edinburgh luxury handbag brand, worn by the Princess of Wales.",researched
jewellery,Jewellery & Accessories,Tatty Devine,tattydevine.com,UK,statement jewellery,"London statement acrylic jewellery brand, handmade in the UK.",researched
jewellery,Jewellery & Accessories,Thomas Sabo UK,thomassabo.com,EU,charm jewellery,German silver jewellery and watches brand with strong UK DTC presence.,researched
jewellery,Jewellery & Accessories,Tilly Sveaas,tillysveaas.co.uk,UK,demi-fine jewellery,London demi-fine jewellery brand famed for T-bar necklaces.,researched
jewellery,Jewellery & Accessories,Troubadour Goods,troubadourgoods.com,UK,bags & accessories,London premium work bag and accessories brand.,researched
jewellery,Jewellery & Accessories,Vashi,vashi.com,UK,fine jewellery,London bespoke diamond and fine jewellery brand.,researched
jewellery,Jewellery & Accessories,Wanderlust Life,wanderlustlife.co.uk,UK,handmade jewellery,Devon-based independent B Corp handmade jewellery studio.,researched
mobility,Automotive & Mobility,Ariel Rider,arielrider.com,,,,verified
mobility,Automotive & Mobility,Aventon,aventon.com,,,,verified
mobility,Automotive & Mobility,Backfire,backfireboards.com,,,,verified
mobility,Automotive & Mobility,Evil Bikes,evil-bikes.com,,,,verified
mobility,Automotive & Mobility,Evolve Skateboards,evolveskateboardsusa.com,,,,verified
mobility,Automotive & Mobility,Exway,exwayboard.com,,,,verified
mobility,Automotive & Mobility,Hovsco,hovsco.com,,,,verified
mobility,Automotive & Mobility,Islabikes,islabikes.com,,,,verified
mobility,Automotive & Mobility,Juiced Bikes,juicedbikes.com,,,,verified
mobility,Automotive & Mobility,Lectric,lectricebikes.com,,,,verified
mobility,Automotive & Mobility,Meepo,meepoboard.com,,,,verified
mobility,Automotive & Mobility,Ownboard,ownboard.net,,,,verified
mobility,Automotive & Mobility,Pivot,pivotcycles.com,,,,verified
mobility,Automotive & Mobility,Priority Bicycles,prioritybicycles.com,,,,verified
mobility,Automotive & Mobility,Pure Cycles,purecycles.com,,,,verified
mobility,Automotive & Mobility,Retrospec,retrospec.com,,,,verified
mobility,Automotive & Mobility,Santa Cruz,santacruzbicycles.com,,,,verified
mobility,Automotive & Mobility,Sole Bicycles,solebicycles.com,,,,verified
mobility,Automotive & Mobility,State Bicycle,statebicycle.com,,,,verified
mobility,Automotive & Mobility,Super73,super73.com,,,,verified
mobility,Automotive & Mobility,WowGo,wowgoboard.com,,,,verified
mobility,Automotive & Mobility,Auto Finesse,autofinesse.com,UK,car detailing,Essex-based UK car detailing products brand.,researched
mobility,Automotive & Mobility,Batribike,batribike.com,UK,e-bikes,Lincolnshire-based UK e-bike brand with folding and step-through models.,researched
mobility,Automotive & Mobility,Bicycle Chain Reaction / Pashley,pashley.co.uk,UK,heritage bikes,Stratford-upon-Avon-based heritage UK bicycle manufacturer.,researched
mobility,Automotive & Mobility,Bowman Cycles,bowman-cycles.com,UK,road / gravel bikes,UK independent road and gravel frameset brand.,researched
mobility,Automotive & Mobility,Cyrusher UK,cyrusher.co.uk,UK,e-bikes,UK fat-tyre and off-road e-bike brand.,researched
mobility,Automotive & Mobility,Dodo Juice,dodojuice.com,UK,car detailing,UK carnauba wax and car detailing products brand.,researched
mobility,Automotive & Mobility,Electroheads,electroheads.com,UK,e-bike / e-scooter retailer,UK multi-brand e-bike and e-scooter retailer launched in 2020.,researched
mobility,Automotive & Mobility,Eskuta,eskuta.com,UK,e-bikes / e-scooters,UK electric moped and commercial e-bike manufacturer.,researched
mobility,Automotive & Mobility,Estarli,estarli.co.uk,UK,e-bikes,"Hertfordshire-based folding, full-size and cargo e-bike brand.",researched
mobility,Automotive & Mobility,Fabric Bikes UK,fabric.cc,UK,cycling accessories,"UK cycling saddles, bottles, tools and accessories brand.",researched
mobility,Automotive & Mobility,Fiido UK,fiido.co.uk,UK,e-bikes,UK storefront for global Fiido folding and commuter e-bikes.,researched
